iter	Passed	Remaining
161	582	3014
162	584	3003
163	587	2993
164	589	2984
165	592	2975
166	594	2964
167	596	2953
168	598	2943
169	600	2932
170	603	2923
171	605	2917
172	608	2907
173	610	2896
174	612	2886
175	614	2878
176	616	2867
177	619	2858
178	621	2850
179	623	2840
180	625	2830
181	627	2822
182	630	2812
183	632	2803
184	634	2794
185	636	2786
186	638	2776
187	640	2767
188	643	2759
189	645	2750
190	647	2741
191	649	2732
192	651	2725
193	654	2718
194	656	2710
195	658	2701
196	660	2693
197	662	2684
198	664	2676
199	667	2669
200	669	2661
201	671	2653
202	674	2649
203	677	2644
204	680	2639
205	683	2632
206	685	2626
207	688	2620
208	690	2614
209	693	2607
210	695	2600
211	698	2594
212	700	2588
213	702	2581
214	706	2579
215	709	2575
216	713	2574
217	724	2598
218	726	2592
219	729	2586
220	732	2581
221	735	2576
222	737	2569
223	739	2562
224	742	2557
225	745	2551
226	747	2545
227	750	2540
228	752	2534
229	755	2529
230	757	2522
231	760	2517
232	762	2510
233	764	2503
234	767	2497
235	769	2490
236	771	2484
237	774	2478
238	776	2472
239	778	2465
240	780	2459
241	782	2452
242	784	2445
243	787	2439
244	789	2432
245	791	2426
246	793	2420
247	796	2414
248	798	2408
249	801	2403
250	803	2397
251	805	2391
252	807	2382
253	809	2377
254	811	2370
255	813	2364
256	815	2357
257	817	2351
258	819	2345
259	822	2340
260	824	2334
261	826	2328
262	829	2323
263	831	2317
264	833	2311
265	835	2305
266	837	2300
267	840	2294
268	842	2288
269	844	2282
270	846	2277
271	849	2272
272	852	2269
273	854	2264
274	857	2259
275	859	2254
276	861	2249
277	864	2244
278	866	2240
279	869	2235
280	871	2230
281	873	2225
282	876	2219
283	879	2216
284	881	2211
285	884	2209
286	887	2205
287	890	2200
288	893	2197
289	895	2192
290	898	2188
291	901	2184
292	903	2180
293	905	2175
294	908	2170
295	911	2166
296	913	2163
297	916	2159
298	919	2155
299	922	2151
300	924	2147
301	927	2143
302	930	2139
303	932	2135
304	935	2131
305	937	2127
306	940	2122
307	942	2118
308	945	2114
309	948	2110
310	950	2106
311	953	2102
312	955	2097
313	958	2093
314	961	2090
315	963	2085
316	965	2081
317	968	2077
318	971	2073
319	973	2068
320	976	2064
321	978	2060
322	980	2055
323	983	2051
324	985	2047
325	988	2044
326	991	2040
327	993	2036
328	996	2031
329	998	2027
330	1001	2023
331	1003	2018
332	1006	2015
333	1008	2010
334	1010	2006
335	1013	2001
336	1015	1997
337	1017	1993
338	1020	1989
339	1023	1986
340	1025	1982
341	1028	1978
342	1030	1974
343	1033	1970
344	1035	1966
345	1038	1962
346	1040	1957
347	1042	1953
348	1044	1948
349	1046	1944
350	1048	1939
351	1052	1937
352	1054	1932
353	1056	1928
354	1061	1928
355	1063	1924
356	1066	1920
357	1069	1917
358	1071	1913
359	1074	1909
360	1076	1905
361	1078	1901
362	1080	1896
363	1083	1892
364	1085	1889
365	1088	1885
366	1090	1880
367	1092	1876
368	1094	1871
369	1097	1868
370	1099	1863
371	1101	1859
372	1104	1856
373	1107	1853
374	1109	1849
375	1111	1845
376	1114	1841
377	1116	1836
378	1118	1832
379	1120	1827
380	1121	1822
381	1123	1818
382	1125	1813
383	1127	1808
384	1130	1805
385	1132	1801
386	1134	1797
387	1136	1792
388	1138	1788
389	1140	1784
390	1142	1779
391	1145	1775
392	1147	1771
393	1149	1767
394	1151	1763
395	1153	1758
396	1154	1754
397	1156	1749
398	1158	1745
399	1160	1741
400	1162	1737
401	1164	1732
402	1166	1728
403	1168	1723
404	1170	1719
405	1172	1714
406	1174	1710
407	1176	1706
408	1178	1702
409	1180	1698
410	1181	1693
411	1183	1689
412	1185	1685
413	1187	1681
414	1189	1677
415	1192	1673
416	1194	1670
417	1197	1666
418	1199	1663
419	1201	1659
420	1203	1655
421	1206	1652
422	1208	1648
423	1210	1644
424	1212	1640
425	1214	1636
426	1216	1632
427	1218	1629
428	1221	1625
429	1223	1621
430	1225	1618
431	1228	1615
432	1230	1611
433	1232	1607
434	1234	1603
435	1237	1600
436	1239	1597
437	1242	1593
438	1244	1590
439	1246	1586
440	1248	1582
441	1250	1578
442	1252	1575
443	1255	1571
444	1256	1567
445	1259	1564
446	1262	1561
447	1264	1557
448	1266	1554
449	1269	1551
450	1271	1547
451	1273	1544
452	1275	1540
453	1277	1536
454	1279	1532
455	1282	1529
456	1285	1526
457	1287	1523
458	1289	1520
459	1291	1516
460	1293	1512
461	1295	1508
462	1297	1504
463	1299	1501
464	1301	1497
465	1303	1494
466	1305	1490
467	1307	1486
468	1309	1483
469	1311	1479
470	1313	1475
471	1315	1472
472	1317	1468
473	1319	1464
474	1321	1460
475	1323	1457
476	1325	1453
477	1327	1449
478	1329	1446
479	1331	1442
480	1333	1439
481	1335	1435
482	1337	1432
483	1339	1428
484	1341	1424
485	1343	1421
486	1345	1417
487	1347	1413
488	1349	1409
489	1350	1406
490	1352	1402
491	1354	1398
492	1356	1395
493	1358	1391
494	1360	1387
495	1362	1384
496	1364	1381
497	1366	1377
498	1369	1374
499	1371	1371
500	1374	1368
501	1376	1365
502	1378	1362
503	1381	1359
504	1383	1355
505	1385	1352
506	1387	1349
507	1390	1346
508	1392	1343
509	1394	1340
510	1397	1336
511	1400	1334
512	1402	1331
513	1404	1328
514	1407	1325
515	1410	1322
516	1412	1319
517	1415	1317
518	1421	1317
519	1425	1315
520	1428	1312
521	1430	1309
522	1433	1307
523	1437	1305
524	1442	1304
525	1445	1302
526	1448	1299
527	1450	1297
528	1453	1294
529	1456	1291
530	1459	1288
531	1461	1285
532	1464	1282
533	1466	1280
534	1469	1277
535	1471	1274
536	1475	1272
537	1478	1269
538	1480	1266
539	1483	1263
540	1485	1260
541	1488	1257
542	1490	1254
543	1492	1251
544	1495	1248
545	1497	1244
546	1499	1241
547	1501	1238
548	1503	1235
549	1506	1232
550	1508	1229
551	1510	1226
552	1513	1223
553	1515	1219
554	1517	1217
555	1519	1213
556	1522	1210
557	1524	1207
558	1526	1204
559	1528	1201
560	1530	1197
561	1533	1194
562	1535	1191
563	1537	1188
564	1539	1185
565	1541	1182
566	1544	1179
567	1547	1177
568	1550	1174
569	1552	1171
570	1555	1168
571	1557	1165
572	1559	1162
573	1562	1159
574	1565	1156
575	1567	1153
576	1569	1150
577	1572	1148
578	1575	1145
579	1578	1142
580	1580	1139
581	1583	1136
582	1585	1133
583	1587	1131
584	1590	1127
585	1592	1125
586	1594	1122
587	1597	1119
588	1600	1116
589	1603	1114
590	1606	1111
591	1609	1109
592	1612	1106
593	1614	1103
594	1616	1100
595	1619	1097
596	1621	1094
597	1624	1092
598	1627	1089
599	1629	1086
600	1632	1083
601	1635	1081
602	1637	1078
603	1640	1075
604	1642	1072
605	1645	1070
606	1648	1067
607	1650	1064
608	1653	1061
609	1656	1059
610	1659	1056
611	1661	1053
612	1664	1050
613	1666	1047
614	1669	1044
615	1671	1041
616	1673	1039
617	1676	1036
618	1678	1033
619	1680	1030
620	1683	1027
621	1685	1024
622	1687	1021
623	1689	1018
624	1692	1015
625	1694	1012
626	1697	1009
627	1700	1007
628	1702	1004
629	1704	1001
630	1707	998
631	1709	995
632	1711	992
633	1713	989
634	1716	986
635	1719	983
636	1721	981
637	1724	978
638	1727	975
639	1729	973
640	1733	970
641	1735	967
642	1738	965
643	1740	962
644	1743	959
645	1745	956
646	1749	954
647	1751	951
648	1754	948
649	1756	945
650	1759	943
651	1761	940
652	1764	937
653	1767	934
654	1769	932
655	1772	929
656	1775	926
657	1778	924
658	1781	921
659	1783	918
660	1786	916
661	1789	913
662	1791	910
663	1794	908
664	1797	905
665	1800	902
666	1802	900
667	1805	897
668	1807	894
669	1810	891
670	1813	889
671	1816	886
672	1818	883
673	1821	881
674	1824	878
675	1826	875
676	1829	872
677	1831	870
678	1834	867
679	1836	864
680	1839	861
681	1843	859
682	1845	856
683	1848	854
684	1851	851
685	1853	848
686	1856	845
687	1859	843
688	1861	840
689	1864	837
690	1866	834
691	1869	831
692	1872	829
693	1874	826
694	1877	823
695	1880	821
696	1882	818
697	1885	815
698	1887	812
699	1890	810
700	1893	807
701	1895	804
702	1898	801
703	1900	799
704	1903	796
705	1905	793
706	1908	790
707	1910	788
708	1913	785
709	1915	782
710	1918	779
711	1921	777
712	1924	774
713	1926	771
714	1929	768
715	1932	766
716	1934	763
717	1937	760
718	1939	758
719	1942	755
720	1944	752
721	1947	749
722	1950	747
723	1952	744
724	1955	741
725	1958	739
726	1961	736
727	1964	733
728	1966	731
729	1969	728
730	1971	725
731	1974	722
732	1976	720
733	1979	717
734	1982	714
735	1984	711
736	1987	709
737	1989	706
738	1992	703
739	1995	701
740	1998	698
741	2000	695
742	2003	692
743	2005	690
744	2008	687
745	2011	684
746	2013	681
747	2016	679
748	2019	676
749	2021	673
750	2024	671
751	2027	668
752	2029	665
753	2032	663
754	2034	660
755	2036	657
756	2039	654
757	2042	651
758	2044	649
759	2046	646
760	2049	643
761	2051	640
762	2054	638
763	2057	635
764	2059	632
765	2062	629
766	2065	627
767	2068	624
768	2070	622
769	2073	619
770	2075	616
771	2078	613
772	2080	611
773	2083	608
774	2085	605
775	2088	602
776	2090	600
777	2093	597
778	2096	594
779	2098	591
780	2101	589
781	2103	586
782	2106	583
783	2109	581
784	2111	578
785	2114	575
786	2117	573
787	2120	570
788	2122	567
789	2125	564
790	2127	562
791	2130	559
792	2134	557
793	2136	554
794	2139	551
795	2142	549
796	2145	546
797	2147	543
798	2150	540
799	2152	538
800	2155	535
801	2158	532
802	2160	530
803	2163	527
804	2166	524
805	2169	522
806	2171	519
807	2174	516
808	2176	513
809	2179	511
810	2182	508
811	2184	505
812	2187	503
813	2189	500
814	2191	497
815	2194	494
816	2197	492
817	2200	489
818	2202	486
819	2205	484
820	2208	481
821	2211	478
822	2214	476
823	2216	473
824	2219	470
825	2221	467
826	2223	465
827	2226	462
828	2228	459
829	2231	456
830	2233	454
831	2235	451
832	2238	448
833	2241	446
834	2243	443
835	2245	440
836	2248	437
837	2250	435
838	2252	432
839	2255	429
840	2257	426
841	2260	424
842	2262	421
843	2264	418
844	2267	415
845	2269	413
846	2272	410
847	2274	407
848	2276	404
849	2278	402
850	2281	399
851	2283	396
852	2285	393
853	2288	391
854	2290	388
855	2292	385
856	2294	382
857	2297	380
858	2299	377
859	2301	374
860	2304	372
861	2306	369
862	2309	366
863	2311	363
864	2313	361
865	2316	358
866	2318	355
867	2320	352
868	2323	350
869	2325	347
870	2327	344
871	2329	341
872	2331	339
873	2333	336
874	2336	333
875	2338	331
876	2343	328
877	2347	326
878	2350	323
879	2352	320
880	2355	318
881	2357	315
882	2360	312
883	2363	310
884	2366	307
885	2369	304
886	2371	302
887	2374	299
888	2377	296
889	2380	294
890	2383	291
891	2385	288
892	2389	286
893	2391	283
894	2394	280
895	2396	278
896	2398	275
897	2400	272
898	2403	270
899	2406	267
900	2408	264
901	2413	262
902	2415	259
903	2418	256
904	2420	254
905	2422	251
906	2425	248
907	2427	245
908	2430	243
909	2432	240
910	2435	237
911	2437	235
912	2440	232
913	2442	229
914	2445	227
915	2447	224
916	2450	221
917	2452	219
918	2455	216
919	2457	213
920	2460	211
921	2463	208
922	2465	205
923	2468	203
924	2470	200
925	2473	197
926	2475	194
927	2478	192
928	2480	189
929	2482	186
930	2484	184
931	2487	181
932	2489	178
933	2491	176
934	2494	173
935	2496	170
936	2498	167
937	2500	165
938	2502	162
939	2505	159
940	2507	157
941	2509	154
942	2510	151
943	2512	149
944	2514	146
945	2517	143
946	2519	141
947	2521	138
948	2523	135
949	2525	132
950	2528	130
951	2530	127
952	2532	124
953	2534	122
954	2536	119
955	2538	116
956	2540	114
957	2542	111
958	2544	108
959	2547	106
960	2549	103
961	2551	100
962	2553	98
963	2555	95
964	2558	92
965	2560	90
966	2562	87
967	2565	84
968	2567	82
969	2569	79
970	2571	76
971	2573	74
972	2575	71
973	2577	68
974	2579	66
975	2581	63
976	2584	60
977	2586	58
978	2588	55
979	2590	52
980	2592	50
981	2594	47
982	2596	44
983	2598	42
984	2600	39
985	2602	36
986	2605	34
987	2607	31
988	2610	29
989	2612	26
990	2615	23
991	2618	21
992	2621	18
993	2623	15
994	2626	13
995	2628	10
996	2630	7
997	2633	5
998	2635	2
999	2638	0
